    step           PotEng           volume            press             p_xx             p_yy             p_zz             p_xy             p_yz             p_zx
     164        -729.8549        3528.0932         423.4426         790.1434        1286.9371        -806.7528         -41.3589          55.0440          55.8524
     165        -729.8550        3528.0932         423.1835         790.7123        1286.5378        -807.6996         -41.9697          56.5975          56.4450
     166        -729.8550        3528.0932         424.3375         791.8706        1287.7770        -806.6350         -41.8580          56.5677          56.1460
     167        -729.8551        3528.0932         427.0137         793.5648        1290.8528        -803.3765         -40.9235          54.7818          54.9127
     168        -729.8552        3528.0932         431.0847         795.8399        1295.5392        -798.1249         -39.2650          51.4571          52.8395
     169        -729.8553        3528.0932         435.6630         798.4188        1300.8508        -792.2806         -37.4324          47.7263          50.4943
     170        -729.8555        3528.0932         439.0828         800.7802        1304.7606        -788.2925         -36.3977          45.7936          49.0426
     171        -729.8556        3528.0932         439.9239         802.4819        1305.6134        -788.3236         -37.0395          47.4545          49.3661
     172        -729.8558        3528.0932         437.6743         803.3489        1302.7537        -793.0797         -39.5737          53.2221          51.7905
     173        -729.8560        3528.0932         434.0431         803.8260        1298.3232        -800.0198         -43.0343          60.8558          55.1395
     174        -729.8563        3528.0932         433.1459         805.0786        1297.1655        -802.8065         -44.9685          64.7949          56.6174
     175        -729.8566        3528.0932         437.4062         807.7651        1302.2180        -797.7644         -43.9330          61.8902          54.5974
     176        -729.8571        3528.0932         443.5785         810.7742        1309.6473        -789.6862         -41.7345          55.9889          51.1166
     177        -729.8575        3528.0932         443.0658         811.4991        1309.2671        -791.5685         -43.5072          58.1669          51.8408
     178        -729.8580        3528.0932         436.2614         810.0839        1301.5161        -802.8159         -49.0738          67.6812          56.4391
     179        -729.8588        3528.0932         438.4446         811.1129        1304.6353        -800.4144         -49.3013          64.8264          54.7320
     180        -729.8596        3528.0932         445.5994         813.4766        1313.9386        -790.6169         -46.7610          55.0696          49.4224
     181        -729.8607        3528.0932         434.3969         810.8539        1301.5731        -809.2362         -55.3228          69.2421          56.2563
     182        -729.8619        3528.0932         445.5107         815.8614        1315.8955        -795.2248         -51.2130          55.1723          48.4761
     183        -729.8635        3528.0932         433.7733         815.6204        1303.1581        -817.4587         -61.4957          73.0743          56.2651
     184        -729.8651        3528.0932         467.9911         831.8047        1345.4487        -773.2801         -45.5860          32.9595          34.4387
     185        -729.8647        3528.0932         382.1897         812.3705        1243.6099        -909.4113        -101.7966         152.2724          92.4774
     186        -729.8676        3528.0932         454.6628         835.4885        1330.6583        -802.1585         -58.8528          57.8878          44.4517
     187        -729.8677        3528.0932         453.3453         835.2098        1329.0503        -804.2244         -59.7505          59.8121          45.4368
     188        -729.8677        3528.0932         451.1081         834.7386        1326.3293        -807.7436         -61.2570          63.0673          47.1270
     189        -729.8677        3528.0932         448.8695         834.4079        1323.5586        -811.3582         -62.8886          66.5682          48.9047
     190        -729.8678        3528.0932         447.5172         834.3886        1321.8577        -813.6949         -64.0244          68.9411          50.1326
     191        -729.8679        3528.0932         447.6780         834.8514        1322.0099        -813.8273         -64.3130          69.3614          50.3229
     192        -729.8680        3528.0932         449.3446         835.7548        1324.0166        -811.7377         -63.6556          67.7141          49.4449
     193        -729.8682        3528.0932         451.9774         836.9341        1327.1943        -808.1961         -62.4117          64.7499          47.8520
